"sampleName"	"inputSpecies"	"pthr"	"an"	"newAN"	"newGraft"	"distFloat"	"distBranches"	"jumpUpDist"	"downDup"	"upDup"	"downHT"	"upHT"	"inferredMove"	"implicitHT"	"tgRoot"	"leafGraft"	"nonAncRoot"	"matchBlockList"	"exceedBlockList"	"leafOrtho"	"switchBranch"	"note"	"uniprotList"
"11"	"A0A1D2NH49"	"ORCCI"	"PTHR23193"	"AN3"	"AN106"	161	"1.239"	"2"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q96KW2;H2QSI2;G3S1Y1;Q5SW25;E1BD05;F7D242;Q9NZP6;H2R8I8;G3RSL7;A0A5F8A7M7;Q96HA1;A0A2I3SLX6;A6NF01;A8CG34;A0A2I3RVJ9;H2QUS2;G3R7T6;F7HEM9;Q8K3Z9;P52591;E1BG57;F1SRM6;A0A5G2QM62;A0A287ACY9;F7C0T8;M3WRS1;A0A5F4D4K3;F6X7M1;F6UJZ4;A0A3Q2UNF7;H2MHB5;F1R543;W5LYR4;P35658;A0A2I3SSV6;G3RLU6;A0A5F8AM84;Q80U93;F1MH31;A0A286ZRF2;A0A3Q2HL89;A0A5F5Y682;F1PFL8;F6PN31;F7EGH7;A0A1D5PJM6;F7BMQ1;H2LQE1;W5MGY2;A0A7M7PPS0;Q17602;A8WWN6;Q9W1X4;A0A1S4G8D3;Q7PS53;A0A1S4GZS4;B7P6T1;P20676;Q6C7F3;Q5BBJ4;Q4WHM0;Q7SDF8;A7F9H5;Q0U162;Q09847;Q09904;Q5KEQ2;H6QUC6;F4P4D3;H3GEE2;H3GFT0;A0A2K3E215"
"12"	"A0A8I3W9W9"	"CALJA"	"PTHR11505"	"AN60"	"AN60"	944	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"13"	"A0A2H3DZL8"	"ARMGA"	"PTHR12283"	"AN133"	"AN133"	67	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"14"	"F7FEP2"	"CALJA"	"PTHR10760"	"AN52"	"AN52"	176	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"15"	"H9KVW0"	"CALJA"	"PTHR43172"	"AN37"	"AN33"	111	"0.033"	"3"	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11	FALSE	FALSE	FALSE	0	FALSE	""	"P30566;A0A2I3TVQ6;H9Z5Q5;P54822;D3ZW08;A3KN12;F1MHP6;F6QAM9;A0A5F5XZA1;A0A5F8GU99;F7CY55;E1BR00;P21265;G1KGC0;Q6GLC2;A0A3B3HBP5;A0A2R8QND3;F7BL51;C3Z6Z0;A0A7M7NRS5;A0A7M7PR45;Q21774;Q60Q90;Q9VEP6;Q7QBZ6;D6WX11;E9FZ47;B7P0S3;T1G9U1;A7RUF4;B3RQ98;Q05911;Q75DM3;A0A1D8PT56;Q6CE97;Q5AZS1;Q4X0X7;Q7SBI4;A7EAV9;Q0UPE2;O60105;B6K1C5;Q5KDR3;A0A0D1E6D0;E3KRY2;F4P2T3;B8LE99;H3G8H8;A9A3T9;B1L6M1;Q980P8;Q8ZY28;Q8TJ18;Q58339;Q5JF38;Q8CK34;I6XWA1;A5I4H0;Q8DRL7;Q2G2S0;Q8Y6B8;P12047;Q81IQ7;Q9X0I0;Q9RSE6;Q7NPL2;Q8F1P9;Q7UFU0;O66856;B5YJI3;B8E0W0;Q8RGD3;P56468;Q74CP1;Q89IE9;Q9HY93;Q9HY92"
"16"	"A0A0D2UIX6"	"GOSRA"	"PTHR47979"	"AN1763"	"AN1768"	1813	"0.343"	"2"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q1LVZ0;T1ELF1;P62491;H2Q9M8;G3REC0;H9ZET8;P62492;P62494;Q2TA29;A0A3Q1M6P5;F2Z4D5;Q52NJ1;A0A3Q2H6D8;A0A5F5XXR7;P62490;F6SG28;A0A6I8N7S5;Q5ZJN2;H9G954;Q28HH1;A0A3B3IFR1;F1RDZ1;W5MQZ1;H2MKD7;Q5U3E1;W5N8V1;P57735;H2R0X3;G3QVB1;F6XEC1;Q9WTL2;B5DEP2;Q58DW6;A0A287BR95;F6V2P8;M3WFQ9;E2RQ15;A0A5F8HCQ2;A0A6I8P679;A0A1D5P5J5;A0A803JFU6;H2M9L7;Q1LVA5;A0A3B3HY70;F1Q9W8;W5MR01;Q15907;A0A2I3RSY4;G3SJ74;A0A5F7Z7J0;P46638;O35509;Q3MHP2;F2Z5J9;F7D301;M3WM66;J9JHN1;A0A5F8GKV6;A0A6I8PKT5;A0A1D5PMW9;Q5F3R8;A0A6I8PUI3;A0A6I8STY4;A0A3B3HTY1;H2MKD4;H2MKF6;Q6DGU2;F6TMB6;F6Z9S5;F6XCQ7;C3YLR1;C3ZXT6;C3YDX8;A0A7M6UL15;Q1ZXR4;O01803;H8WH16;A8XTK7;A8WVQ0;H3E665;O18335;A7UT37;E9GJA1;T1EDN7;T1FMX0;A7ST94;A7ST02;B3RM76;A9VCQ0;P38555;P51996;Q755T4;A0A1D8PTI2;Q6CBZ3;Q6C932;C8VTZ0;Q4WKK1;F5H8U4;A7E9W7;Q0V2Z4;P17610;B6K5E1;Q5KGZ4;A0A0D1E427;E3K628;F4NV58;Q5NT42;Q9BLE4;Q6AW60;P36412;F0ZAM9;E2RU48;Q4FIE4;A2ELD9;Q4G2C9;C0H5G2;A0BAU8;A0E5M1;A0BG93;A0DNL3;A0CU45;A0E461;Q3SDH5;A0EDJ5;A0EG41;Q6BFI4;Q76NM4;Q3SD71;A0BT54;A0DI83;A0BE78;Q3SD03;Q3SD30;Q3SD39;A0C5M0;A0BFT5;Q3SDP9;Q3SCZ6;Q3SCX1;Q3SD28;B5YND5;H3G5K5;H3GM54;H3GTY6;H3G8U7;A8IRT2;A0A0Q3JDU9;A0A3B5YW04;A0A3B6ENH7;A0A3B6KST8;A0A3B5ZT20;A0A3B6H1D4;A0A1U8A5V6;A0A0K9QIP6;A0A2J6LPW5;A0A2J6KIG9;A0A2J6LP51;A0A1U8H2Q8;M1CZL4;A0A3Q7H4B3;A0A2G2ZBY8;A0A1U8GXL0;M1BVC3;A0A3Q7HIN3;A0A059AEY2;A0A059D441;A0A078JZA8;A0A078H690;A0A078EYN0;A0A078H499;A0A067FGZ6;A0A251LS02;A0A2C9WFN9;A0A2I4FG18;A0A2I4HRC8;D8RCP6;A9RQ44;A9SJB2;A9RSL8;A0A7I4DD45;A9TDJ8;A0A0P0YPT5;A0A1Y1I4U9"
"17"	"A0A2R8MKZ4"	"CALJA"	"PTHR12994"	"AN103"	"AN103"	126	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"18"	"A0A0D2VH64"	"GOSRA"	"PTHR19957"	"AN980"	"AN979"	2161	"0.046"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"P56962;H2QXK8;G3RAT0;F6VSJ7;Q9D0I4;Q9Z158;Q5E9Y2;A0A481CAI8;F7DMH0;M3WMZ1;E2R1A7;F6WE56;A0A6I8NGJ5;F1NG31;H9G3J8;H2LXX6;F1QFP8;W5MDN2;F6UAV0;C3YEV2;A0A7M7N3B1;O62387;A8XFW4;M9PEM1;Q7Q6T2;D6WIQ1;E9FW19;B7Q4L4;A7RQV1;B3RRE3;Q12846;K7BT43;G3QJH0;A0A5F8ARR1;P70452;Q08850;A0A452DIB2;Q3SWZ3;A0A287AJN7;F6ZGZ1;M3X2Z0;F6V9G5;F6WIC9;F6U073;H9GCM4;A0A803KB48;H2MAW5;A0A2R8RWS3;W5M4P4;P61266;A0A2I3SQU9;G3RW61;F7DNS6;P61264;P61265;P61267;A0A5G2RCE1;A0A3Q2ID77;M3VYT5;A0A5F4D871;A0A5F8HCL5;A0A6I8PRA3;H9GCS2;A0A6I8SGZ8;H2N105;Q1MTI1;W5M4S1;H3F1B6;H3DUX9;T1G3X4;Q8N4C7;H2QMZ0;G3R0G3;A0A1D5Q5Q5;Q8R1Q0;Q0VCI2;F6UAH4;A0A2I2UVU9;F1PQE2;F7EXD2;E1C6K1;G1K8L2;Q28IS7;H2MLI6;W5NLL3;P32856;A0A2I3S3S5;G3QQS3;H9ESG0;Q00262;P50279;F1MNQ8;K7GMA7;F7DS88;M3W5D1;A0A5F4BYH6;A0A5F8GGV0;A0A6I8N7N5;A0A1D5NXG4;H9GKS8;A0A6I8R3N3;H2M673;A0A3B3IHK6;E7F2P0;W5MGP1;Q13277;H2Q3R5;A0A5F8A7C2;Q64704;Q08849;A0A3Q1LYB4;A0A287AF60;F6ZUC9;A0A5F5XE71;J9P4M6;A0A5F8GG36;A0A6I8MYF5;A0A3Q2U302;G1KJH1;A0A6I8RSM5;H2LE91;Q6PHV0;H2M657;A0A0R4ICQ9;O75558;H2QTV4;G3R6A4;F6R0Q4;Q9D3G5;A0A0G2K516;G3N2R0;F1S731;A0A3Q2I533;A0A2I2V2Y9;A0A5F4CBK4;A0A5F8GC05;F6VH49;E1BUT0;G1KH73;F6VUS3;A0A3B3H3P4;A0A3B3H735;A5PMK2;Q5RGD4;W5NHL5;H2MH88;H2N0Y7;F1QX22;W5NN87;D3ZUH2;H9GSV7;A0A803K186;W5NLT6;Q16623;A0A2I3TFT0;H2QUQ1;G3QGI1;A0A1D5QEM1;O35526;P32851;P32850;F1RGA3;F6YNA6;A0A337SAR1;F1PVP1;F6SEX1;A0A6I8NTT9;A0A1D5NWG9;A0A3B3I771;E9QCC0;A0A2R8QH11;W5LZX4;F6Y321;C3XVK8;O16153;Q20574;A8X4Z4;Q20024;A8XKF0;P91409;A8X796;O16000;A8WVD0;A0A4X3PEL4;Q24547;Q5TX47;D6X206;A0A139WBV8;E9FR59;E9H229;E9HJP9;B7QIB5;T1G3B7;T1G4Q4;A7SG06;B3S4L4;B3RZQ2;B3S4L5;B3S4L6;A9UTG5;P32867;P39926;Q755G2;Q59YF0;Q6C7R9;Q6CF28;Q6C4W2;Q4WAJ3;Q1K7J3;V5IKK0;A7F5T9;Q0V5R9;A7E6Q0;Q0UCC4;O74509;Q9USH7;B6K4H5;Q5KCX6;A0A0D1DYV8;E3KJZ6;E3KKA9;F4NZF2;F4P476;Q1EQ08;Q1EQ09;C4LV39;Q55DR2;Q54HM5;F1A450;Q4QDK9;Q381F4;Q4Q8B8;Q4Q8B9;Q384F0;A2D7V9;Q8I3G6;A0E4Q7;Q8IIW1;Q8ILE4;O96189;Q3M0Y3;A0CCX2;Q3M0Z2;Q3M0Y9;Q3M0Z0;Q3M0Y4;Q3M0Z1;B8CFC2;B8CF97;B8BWQ6;A8HUY7;W1NZY4;A0A0K9P8Y4;A0A0K9NJQ4;A0A0K9NHJ4;M0RM48;M0T480;K3YZ06;C5XY01;A0A1D6QQM6;Q6H8D0;I1HYP4;A0A287X5X7;A0A287TYY2;A0A3B6QGG7;A0A3B6NQ18;A0A3B6PKH4;K3Y8Z5;A0A1Z5R584;A0A1D6LFH1;A0A0P0Y804;A0A0Q3J0R7;F2DEE8;A0A3B5XWT0;A0A3B6QF90;A0A3B6KK75;A0A3B6NLJ2;A0A3B6PJ94;K3Y2K5;C5Z572;A0A1D6LSK3;K7VES8;Q69X85;I1GXQ0;A0A3B6RJ55;A0A3B6TM78;A0A3B6SFT2;A0A1U8BMY1;A0A0K9QM83;A0A251RMT1;A0A2J6L960;A0A1U8EBM5;M1B2R5;A0A3Q7J2L8;A0A1S4C6I8;A0A1S3ZER1;A0A251RQH4;A0A2J6LRL2;A0A251TJI1;A0A2J6M5V0;A0A022QK14;A0A022QDV1;A0A2G2YJ86;M1BYI2;A0A1S3ZS26;A0A1S4AP11;D7TEK3;F6H865;A0A059C957;A0A059CD09;A0A078GB95;A0A078IGQ7;M4EZF9;Q9ZQZ8;A0A078FY77;M4DTM9;A0A078JWX7;A0A078G6A6;M4DK18;A0A078HDD8;A0A078HAC9;M4ESI0;O64791;Q9SXB0;A0A1U8PS03;A0A1U8LE30;A0A061GFP2;A0A067DLR3;A0A067GAW1;B9HYZ9;B9H229;A0A2C9U884;B9S616;I1M2C2;I1MEA9;G7ILD5;I1KQP4;G7JRS4;A0A6P9EE97;A0A0A0LXB1;M5XFZ5;M5WLD1;D8S5I1;D8TBK7;D8QQM8;D8T897;D8R8A2;D8RYP7;D8RGW9;D8T2C7;D8T822;D8SUX1;A9SA01;A0A2K1II28;A9SNS7;A9U4D6;A9RDB4;A9TRV1;A9SA02;A9SFE5;A0A0H5BQN5;A0A0H5BKK8;A0A1Y1IIG7"
"19"	"A0A0D2T0R4"	"GOSRA"	"PTHR47640"	"AN772"	"AN771"	985	"0.024"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q503H1;Q4KM14;C3Y1C3;A0A7M7NN56;Q19164;A8XV89;Q8SXG7;E9H6A4;B7PEN0;A7SW98;B3S287;A9UVP3;Q00539;Q759G9;Q6CA89;Q5ARJ0;Q7SFW1;Q0U9L9;O94621;O60176;B6K0L7;B6JVQ9;F4P4G8;F1A5R1;A2GMP0;A2GVU6;A2E5B8;C6KTC9;U5DE07;A0A0K9PA90;M0TB86;M0U3A5;K3ZS34;A0A1B6QEI9;A0A1D6FJT7;B4G0Q5;A0A1D6FTB3;A0A1D6H6F2;A0A1D6HQ97;A0A1D6HCV9;A0A1D6EX30;A0A0N7KNJ2;I1GTY6;A0A287HWF6;A0A3B6C4C9;A0A2X0SN42;A0A3B6AXL9;M0RGQ0;K4AAL0;A0A1Z5S6A0;C0P488;Q10HZ8;M0TMB0;K3Z2D2;C5X734;I1H4I3;A0A287I7U9;A0A3B6AZ14;A0A1D5UK92;K3Y7I3;A0A1B6PNA9;K7U6V4;A0A1D6DYK5;Q0J9Y2;A0A0Q3GUG3;A0A287JBX4;A0A3B6B5R2;A0A3B6CD87;A0A3B6DKW4;K3YHL8;A0A1B6PG44;B4FTW4;A0A0P0XCP2;I1I100;A0A287WR27;A0A3B6QDD2;A0A3B6PHY9;A0A3B6SDT9;A0A3B6RJR7;A0A3B6NLQ5;A0A1U8BMW2;A0A1U8B553;A0A1U8QCD3;A0A0K9QSW8;A0A251VL08;A0A2J6JJI2;A0A251UL07;A0A2J6JVX4;A0A022QIK9;M1BD53;A0A3Q7F507;A0A1S3ZQ26;A0A1S3Z8L6;M1A272;A0A3Q7FFB2;A0A1S3YI66;A0A1S3YBZ4;M1ASQ2;A0A3Q7I9D6;A0A1S4D8M0;A0A1S4D7D5;A0A059CFF8;A0A058ZSG4;A0A059CET7;A0A078HAY9;A0A078H8L0;M4DS80;M4DS78;M4DS79;M4ESJ5;Q9SAB3;A0A1U8M9F1;A0A1U8M9T7;A0A1U8LCZ3;A0A061GNL4;A0A067G765;B9H1C9;A0A2C9U5J0;B9RXN0;A0A0R4J3N9;I1MR65;I1MFG7;A0A0R0GYR7;G7JJ57;A0A072V5A8;A0A2I4HNE1;A0A2I4DM26;A0A0A0LX40;A0A0A0LRL5;M5WUZ4;D8QX51;D8S8E3;D8S2T9;D8RS29;D8SXZ1;D8S6R7;A0A2K1KNA4;A0A2K1JQB4;A0A2R6XI48;A0A0U9HR63"
"20"	"A0A0D2URD7"	"GOSRA"	"PTHR45496"	"AN238"	"AN238"	130	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"21"	"A0A0D2SJZ7"	"GOSRA"	"PTHR46870"	"AN57"	"AN57"	27	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"22"	"A0A2H3CK63"	"ARMGA"	"PTHR45871"	"AN104"	"AN104"	51	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"23"	"A0A0D2M9U7"	"GOSRA"	"PTHR33346"	"AN105"	"AN105"	54	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"24"	"A0A1D2N7Y0"	"ORCCI"	"PTHR21068"	"AN59"	"AN59"	287	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"25"	"A0A0D2PQ72"	"GOSRA"	"PTHR16875"	"AN134"	"AN133"	154	"0"	"1"	2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"Q9Y6D0;A0A2I3TF25;H2RIH7;A0A2I2ZBT7;A0A2I2ZD40;G3QEH6;A0A1D5RAZ7;F6SI80;Q9JLJ1;P59798;A0A140T8C3;Q32PE3;Q2EN82;A0A287ARK3;A0A5F5PSN5;M3W4E7;A0A5F4CHB7;A0A5F8GPB9;F6XDX0;E1C896;Q01H83;A0A803JUT0;H2LDY6;Q66I79;W5N9Z0;H2XU60;A0A7M7PVR6;O62437;Q9VYS6;Q7Z2C4;A0NCD9;A0A139WKV7;E9G2V4;B7P2W3;Q55EX3;F0ZMN1;A0A2K3D1L2;A0A0K9NNW9;M0RJL9;M0T5Q2;C5WQ62;B6T4E5;B6TN80;Q10NP4;A0A2K2DTU5;A0A287PA80;A0A3B6JKM6;W5E677;A0A1U8B4M7;A0A251U6U5;A0A251S2G5;A0A2J6L1W2;A0A022Q6W0;A0A1U8GFJ0;A0A1U8GF14;M1B3U3;A0A3Q7ISM0;A0A1S4A6K4;A0A1S3ZCZ1;A0A1S4C8S2;E0CRA1;A0A059C010;A0A078H8W3;M4C8W5;Q8VY68;A0A1U8L8L4;A0A1U8J9L7;A0A1U8NT30;A0A061FNZ5;A0A067GZK2;A9P8L7;A9PDX9;A0A2C9U285;A0A2C9WGS5;B9RJ57;C6T2V4;C6T1R7;A0A072UQ88;A0A2I4HFJ7;A0A6P9E3L8;A0A0A0KDW6;M5XZ42;D8SRH3;A0A2K1JLM1;A0A2R6X0W4"
"26"	"A0A0D2PMK3"	"GOSRA"	"PTHR13902"	"AN1199"	"AN1199"	630	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
"27"	"A0A0D2UXS1"	"GOSRA"	"PTHR42879"	"AN57"	"AN54"	85	"0.174"	"2"	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"A0A1D6P445;B7FAC8;A0A2R6W5G8;A0A1Y1HRR4"
"28"	"F7BED0"	"CALJA"	"PTHR13140"	"AN1514"	"AN1514"	1823	"0"	"0"	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE	0	FALSE	""	"-1"
